0.2259908,-0.0085952,3.6633050
0.0327271,-0.4705545,3.4963344
-0.1145059,-0.9398381,3.3349111
-0.2123184,-1.4290849,3.2033931
-0.2491983,-1.9222304,3.0792675
-0.2166055,-2.4141786,2.9657329
-0.1031299,-2.9004429,2.9779526
0.0878823,-3.3545193,3.0545442
0.3463819,-3.7734859,3.2108383
0.6525295,-4.1649398,3.2654128
0.9754644,-4.5266630,3.0591900
1.3281815,-4.8664667,2.7049680
1.7407143,-5.1573608,2.3358280
2.1976513,-5.3335346,2.1054254
2.6916583,-5.3391533,2.0013422
3.1494858,-5.1512737,2.0348607
3.4942813,-4.8061187,2.0757448
3.7151269,-4.3613366,2.1504019
3.8391405,-3.8891206,2.4286218
3.9387444,-3.3942908,2.4321086
4.0737526,-2.9146972,1.9301068
4.3072900,-2.4809171,1.7241202
4.6569558,-2.1332657,1.8495308
5.0839979,-1.8937024,1.9587528
5.5606654,-1.7560135,2.0597515
6.0585633,-1.6946141,1.9191059
6.5485701,-1.6478455,1.7477423
7.0448155,-1.5368317,1.6962626
7.4772541,-1.3120409,1.7082630
7.7928499,-0.9432975,1.7861891
7.9253642,-0.4681662,1.7790082
7.8598006,0.0120153,1.8355999
7.6585442,0.4574518,2.0048241
7.3406913,0.8476663,2.0550659
6.9719035,1.1762505,2.1857155
6.5884979,1.4810705,1.6298375
6.2418871,1.6859029,1.4199635
5.9246026,2.1769357,1.2457133
5.7738011,2.7139574,1.1520611
5.7658182,3.2180945,1.0584089
5.9941921,3.4848052,1.0000000
6.4593343,3.4311527,1.0000000
6.9710751,3.2001086,1.0000000
7.4508612,2.8705614,1.4123703
7.7527961,2.5939158,2.0804039
8.1773576,2.3704002,2.3725192
8.6724352,2.2077820,2.4049632
9.1534673,2.1405152,2.0984365
9.6405529,2.2062111,2.0989964
10.0845919,2.4235791,2.1330554
10.4282032,2.7763473,2.1707315
10.6328945,3.2240081,2.2480163
10.7098540,3.7105738,2.3531197
10.6805724,4.2067069,2.4852466
10.5580552,4.6817581,2.6134555
10.3505591,5.1341260,2.7105267
10.0698361,5.5428589,2.7688103
9.7209487,5.8993606,2.7695483
9.3162788,6.1851897,2.7656566
8.8638680,6.3864730,2.7818560
8.3793435,6.4891734,2.8682024
7.8912643,6.5000909,3.0153787
7.4003010,6.4429554,3.2165631
6.9208066,6.3328212,3.4003497
6.4550766,6.1761621,3.5767211
5.9963935,5.9755298,3.7504025
5.5618638,5.7447500,3.9256533
5.1395465,5.4843671,4.1019591
4.7307611,5.2000206,4.2792056
4.3393210,4.8993350,4.4563416
3.9562504,4.5793476,4.6334395
3.5891826,4.2497883,4.8084342
3.2290578,3.9054041,4.9830861
2.8815898,3.5539041,5.1530170
2.5414014,3.1917216,5.3224503
2.2108363,2.8226134,5.1953490
1.8887890,2.4459142,5.0379695
1.5749698,2.0610128,4.8128163
1.2725937,1.6697654,4.5797212
0.9804627,1.2668974,4.3420980
0.7066647,0.8565938,4.1039262
0.4507538,0.4282897,4.0848275
0.2259908,-0.0085952,3.6633050
